SecurityId;SentTimestamp;ExecutedTimestamp;ExecPrice;Qty;Side;Type
FutureA;1544194296031536323;1544194296031536323;10906.000000;1.000000;SELL;Market
FutureB;1544194688952060999;1544194688952060999;10908.000000;1.000000;SELL;Market
FutureA;1544194688952060999;1544194688952060999;10907.500000;1.000000;BUY;Market
FutureB;1544194689020795842;1544194689020795842;10908.000000;1.000000;SELL;Market
FutureA;1544194689020795842;1544194689020795842;10907.500000;1.000000;BUY;Market
FutureB;1544194728477789243;1544194728477789243;10905.000000;1.000000;SELL;Market
FutureA;1544194728477789243;1544194728477789243;10904.500000;1.000000;BUY;Market
FutureB;1544194960571008242;1544194960571008242;10908.000000;1.000000;BUY;Market
FutureA;1544194960571008242;1544194960571008242;10909.000000;1.000000;SELL;Market
FutureA;1544195358959664615;1544195358959664615;10903.000000;1.000000;BUY;Market
FutureB;1544195358959664615;1544195358959664615;10904.000000;1.000000;SELL;Market
FutureB;1544195591997805626;1544195591997805626;10898.000000;1.000000;BUY;Market
FutureA;1544195591997805626;1544195591997805626;10898.500000;1.000000;SELL;Market
FutureA;1544195593043164363;1544195593043164363;10898.500000;1.000000;SELL;Market
FutureB;1544195593043164363;1544195593043164363;10898.000000;1.000000;BUY;Market
FutureA;1544195593043200794;1544195593043200794;10898.500000;1.000000;SELL;Market
FutureB;1544195593043200794;1544195593043200794;10898.000000;1.000000;BUY;Market
FutureA;1544195749210824710;1544195749210824710;10888.500000;1.000000;SELL;Market
FutureB;1544195749210824710;1544195749210824710;10888.000000;1.000000;BUY;Market
FutureA;1544195857614317745;1544195857614317745;10872.000000;1.000000;BUY;Market
FutureB;1544195857614317745;1544195857614317745;10873.000000;1.000000;SELL;Market
FutureA;1544195857614330246;1544195857614330246;10872.000000;1.000000;BUY;Market
FutureB;1544195857614330246;1544195857614330246;10873.000000;1.000000;SELL;Market
FutureB;1544195857614376641;1544195857614376641;10873.000000;1.000000;SELL;Market
FutureA;1544195857614376641;1544195857614376641;10872.000000;1.000000;BUY;Market
FutureA;1544195857614427308;1544195857614427308;10872.000000;1.000000;BUY;Market
FutureB;1544195857614427308;1544195857614427308;10873.000000;1.000000;SELL;Market
FutureA;1544195952148995045;1544195952148995045;10868.500000;1.000000;SELL;Market
FutureB;1544195952148995045;1544195952148995045;10868.000000;1.000000;BUY;Market
FutureB;1544196024275314689;1544196024275314689;10866.000000;1.000000;BUY;Market
FutureA;1544196024275314689;1544196024275314689;10868.000000;1.000000;SELL;Market
FutureB;1544196095494293194;1544196095494293194;10868.000000;1.000000;SELL;Market
FutureA;1544196095494293194;1544196095494293194;10867.500000;1.000000;BUY;Market
FutureB;1544196095494397094;1544196095494397094;10868.000000;1.000000;SELL;Market
FutureA;1544196095494397094;1544196095494397094;10867.500000;1.000000;BUY;Market
FutureB;1544196130687267257;1544196130687267257;10865.000000;1.000000;BUY;Market
FutureA;1544196130687267257;1544196130687267257;10865.500000;1.000000;SELL;Market
FutureB;1544196130687376290;1544196130687376290;10865.000000;1.000000;BUY;Market
FutureA;1544196130687376290;1544196130687376290;10865.500000;1.000000;SELL;Market
FutureB;1544196253094147712;1544196253094147712;10851.000000;1.000000;BUY;Market
FutureA;1544196253094147712;1544196253094147712;10851.500000;1.000000;SELL;Market
FutureA;1544196253094227615;1544196253094227615;10851.500000;1.000000;SELL;Market
FutureB;1544196253094227615;1544196253094227615;10851.000000;1.000000;BUY;Market
FutureB;1544196318810450557;1544196318810450557;10843.000000;1.000000;SELL;Market
FutureA;1544196318810450557;1544196318810450557;10842.500000;1.000000;BUY;Market
FutureB;1544196318810573935;1544196318810573935;10843.000000;1.000000;SELL;Market
FutureA;1544196318810573935;1544196318810573935;10842.500000;1.000000;BUY;Market
FutureA;1544196318810697136;1544196318810697136;10842.500000;1.000000;BUY;Market
FutureB;1544196318810697136;1544196318810697136;10843.000000;1.000000;SELL;Market
FutureB;1544196318810768098;1544196318810768098;10842.000000;1.000000;SELL;Market
FutureA;1544196318810768098;1544196318810768098;10842.500000;1.000000;BUY;Market
FutureB;1544196506714183857;1544196506714183857;10849.000000;1.000000;BUY;Market
FutureA;1544196506714183857;1544196506714183857;10849.500000;1.000000;SELL;Market
FutureB;1544196750651066943;1544196750651066943;10849.000000;1.000000;BUY;Market
FutureA;1544196750651066943;1544196750651066943;10849.500000;1.000000;SELL;Market
FutureB;1544196752483178305;1544196752483178305;10848.000000;1.000000;BUY;Market
FutureA;1544196752483178305;1544196752483178305;10848.500000;1.000000;SELL;Market
FutureB;1544196754945987894;1544196754945987894;10850.000000;1.000000;SELL;Market
FutureA;1544196754945987894;1544196754945987894;10849.500000;1.000000;BUY;Market
FutureA;1544196763746493582;1544196763746493582;10851.500000;1.000000;BUY;Market
FutureB;1544196763746493582;1544196763746493582;10852.000000;1.000000;SELL;Market
FutureA;1544196788986412656;1544196788986412656;10851.500000;1.000000;SELL;Market
FutureB;1544196788986412656;1544196788986412656;10851.000000;1.000000;BUY;Market
FutureB;1544196799815831127;1544196799815831127;10848.000000;1.000000;BUY;Market
